date,initials,final_ID,Sample,leaf_mass_g,leaf_area_cm2,LMA_gm2,notes
8/5/2021,AIM,3EA2,1,0.3784,64.79,58.4040747,
8/5/2021,AIM,3EA2,2,0.6934,99.68,69.56260032,
8/5/2021,AIM,3EA2,3,0.3885,64.39,60.33545582,
8/5/2021,AIM,3EQ1,1,0.6581,66.89,98.38540888,
8/5/2021,AIM,3EQ1,2,0.3043,44.09,69.0179179,
8/5/2021,AIM,3EQ1,3,0.7943,93.96,84.53597275,
8/5/2021,AIM,3WQ3,1,0.8391,102.93,81.52142233,
8/5/2021,AIM,3WQ3,2,0.9108,87.83,103.7003302,
8/5/2021,AIM,3WQ3,3,0.6474,70.77,91.47944044,
8/5/2021,AIM,3WA2,1,0.4437,46.21,96.01817788,
8/5/2021,AIM,3WA2,2,0.5242,55.45,94.53561767,
8/5/2021,AIM,3WA2,3,0.3746,80.29,46.65587246,
8/5/2021,AIM,3WA3,1,0.5232,65.69,79.646826,
8/5/2021,AIM,3WA3,2,0.4917,68.18,72.11792314,
8/5/2021,AIM,3WA3,3,0.5676,39.53,143.587149,
8/5/2021,AIM,3WP2,1,0.2868,56.11,51.11388344,
8/5/2021,AIM,3WP2,2,0.3469,45.87,75.62677131,
8/5/2021,AIM,3WP2,3,0.5371,65.32,82.22596448,
8/5/2021,AIM,3WP1,1,0.3388,41.73,81.18859334,
8/5/2021,AIM,3WP1,2,0.2668,32.91,81.06958371,
8/5/2021,AIM,3WP1,3,0.4114,53.53,76.8541005,
8/5/2021,AIM,3WP3,1,0.3963,46.11,85.94664932,
8/5/2021,AIM,3WP3,2,0.4063,46.13,88.07717321,
8/5/2021,AIM,3WP3,3,0.3623,43.14,83.98238294,
